instance_id,corpus_group,source_label,block_order,page_start,page_end,summary,scope,description_state,provenance_verdict,provenance_source,evidence_locator,content_family_id,status
teach-lms-se-clt-01,teaching,lms-standard-error-clt,1,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-se-clt-02,teaching,lms-standard-error-clt,2,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-se-clt-03,teaching,lms-standard-error-clt,3,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-se-clt-04,teaching,lms-standard-error-clt,4,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-se-clt-05,teaching,lms-standard-error-clt,5,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-ppt5-01,teaching,ppt5-estimation-summary,1,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-ppt5-02,teaching,ppt5-estimation-summary,2,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-ppt5-03,teaching,ppt5-estimation-summary,3,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-ppt5-04,teaching,ppt5-estimation-summary,4,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-ppt5-05,teaching,ppt5-estimation-summary,5,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-theory-01,teaching,lms-theory-of-estimation,1,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-theory-02,teaching,lms-theory-of-estimation,2,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-theory-03,teaching,lms-theory-of-estimation,3,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-theory-04,teaching,lms-theory-of-estimation,4,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-theory-05,teaching,lms-theory-of-estimation,5,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-theory-06,teaching,lms-theory-of-estimation,6,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
teach-lms-theory-07,teaching,lms-theory-of-estimation,7,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
cheb-Q1,chebyshev,L10-11-chebyshev-deck,1,,,"Q1. If E(x)=3 and E(𝑋 2 )=13, find a lower bound for P(-2<X<8)? Solution : We know that chebyeshev’s inequality: 1 P(|x-𝜇|< 𝑘𝜎)≥ 1 − 2 𝑘 For this we need 𝜇, 𝜎 𝑎𝑛𝑑 𝑘 Now 𝜇=E(X)=3 𝜎 2 =E(𝑋 2 )-(𝐸(𝑋))2 =13-9=4 ⟹𝜎 = 2 ∴P(-2<X<8)=P(-2-3<X-3<8-3) =P(-5<X-3<5) ∴ by Chebyshev’s inequality, we have 1 P(|x-𝜇|< 𝑘𝜎)≥ 1 − 2 𝑘 4 21 ∴ P(|x−3| < 5) ≥ 1 − 2 = 5 25 21 Hence the lower bound is 25",in-scope,resolved,open,,reports/18-CORPUS-ACCOUNTING.md,,gross
cheb-Q2,chebyshev,L10-11-chebyshev-deck,2,,,"Q2. A random variable X has mean μ = 10 and variance σ² = 4. Using Chebyshev’s inequality, find the following: (i) P(|X − 10| ≥ 3) (ii) P(|X − 10| < 3) (iii) P(5 ≤ X < 15) (iv) The value of the constant C such that P(|X − 10| ≥ C) ≤ 0.04",in-scope,resolved,open,,reports/18-CORPUS-ACCOUNTING.md,,gross
cheb-Q3,chebyshev,L10-11-chebyshev-deck,3,,,"Q3. A random variable X takes the values -1,1,3,5 with associated probabilities , , and 6 6 6 2 respectively. (i) Find by direct computation P(|X-3|≥ 1). (ii) Find the upper bound to this probability by applying Chebyshev’s inequality. 1 1 1 1",in-scope,resolved,open,,reports/18-CORPUS-ACCOUNTING.md,,gross
asn2025-1-MCQ-01,assignments-2025,assignment-2025-26-1,1,,,"Q1. (a) Define discrete and continuous random variables with examples. MSV17HMFJTVMF6IE7MQ6 (b) The expectation of two independent random variables 𝑋 and 𝑌 will be E(XY)=..…….. (c) Write the statement of Chebyshev’s inequality. (d) If b is a constant, then the expectation E(b) will be i. 1 iii. b ii. 0 iv. None (e) Define probability mass function with one real life example. (f) If f(x) is probability density function of a continuous random variable, then ∞ ∫−∞ 𝑓(𝑥)𝑑𝑥 = ⋯ … … . . . i. 0 ii. 1 ii",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-MCQ-02,assignments-2025,assignment-2025-26-1,2,,,"Q2. Two dice are rolled. Let 𝑋 denote the random variable which counts the total number of points on the upturned faces, construct a table giving the non-zero values of the probability mass function. Also find the distribution function of 𝑋. 𝟎, 𝒙<𝟐 𝟏 , 𝟐≤𝒙<𝟑 𝟑𝟔 𝟑 , 𝟑≤𝒙<𝟒 𝟑𝟔 Ans. F(x)= 𝟔 , 𝟒≤𝒙<𝟓 𝟑𝟔 MSV17HMFJTVMF6IE7MQ6 𝟑𝟓 , 𝟏𝟏 ≤ 𝒙 < 𝟏𝟐 𝟑𝟓 { 𝟏, 𝒙 ≥ 𝟏𝟐",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-MCQ-03,assignments-2025,assignment-2025-26-1,3,,,"Q3. A diameter of an electric cable, say 𝑋, is assumed to be a continuous random variable with p.d.f.: 𝑓(𝑥) = 6𝑥(1 − 𝑥), 0 ≤ 𝑥 ≤ 1. Check that 𝑓(𝑥) is p.d.f., and (ii) determine a number 𝑏 such that 𝑃(𝑋 < 𝑏) = 𝑃(𝑋 > 1 1 2 𝑏). (iii) Obtain expression for the c.d.f. of 𝑋. (iv) Compute 𝑃 (𝑋 ≤ 2 | 3 ≤ 𝑋 ≤ 3). Ans. ii. b=1/2 iii. 𝑭(𝒙) = 𝟑𝒙𝟐 − 𝟐𝒙𝟑 , 𝟎 ≤ 𝒙 ≤ 𝟏, iv. 11/26",in-scope,resolved,family,G&K-Fundamentals,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md ; G&K-Fundamentals: diameter electric cable say assumed | electric cable say assumed continuous | cable say assumed continuous random | say assumed continuous random variable,,gross
asn2025-1-MCQ-04,assignments-2025,assignment-2025-26-1,4,,,"Q4. Let 𝑋 be a random variable with the following probability distribution : MSV17HMFJTVMF6IE7MQ6 X=x -3 6 9 𝑃(𝑋 = 𝑥) 1/6 1/2 1/3 Find 𝐸(𝑋) and 𝐸(𝑋 2 ) and using the laws of expectation, evaluate 𝐸(2𝑋 + 1)2 . Ans. E(X)=11/2, 𝑬(𝑿𝟐 ) = 𝟗𝟑/𝟐, 209",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-MCQ-05,assignments-2025,assignment-2025-26-1,5,,,"Q5. A random variable X has mean 10 variance 4. Using Chebyshev’s inequality, find the value of the constant c such that 𝑃(|𝑋 − 10| ≥ 𝑐) ≤ 0.04. Ans. 10",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-MCQ-06,assignments-2025,assignment-2025-26-1,6,,,Q6. A lot containing 7 components is sampled by a quality inspector. The lot contains 4 good components and 3 defective components. A sample of 3 is taken by the inspector. Find the expected value of the number of good components in the sample. Ans. 1.7,in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-MCQ-07,assignments-2025,assignment-2025-26-1,7,,,"Q7. The shelf life in years of a certain perishable food product packaged in cardboard containers is a random variable, whose probability density function is given by 𝑒 −𝑥 , 𝑤ℎ𝑒𝑛 𝑥 > 0 𝑓(𝑥) = { 0, 𝑒𝑙𝑠𝑒𝑤ℎ𝑒𝑟𝑒 Let 𝑋1 , 𝑋2 , 𝑋3 represent the shelf lives for three of these containers selected independently, find the probability P(𝑋1 < 2, 1 < 𝑋2 < 3 , 𝑋3 > 2). Ans. 0.0372 SECTION-C (Analytical Based Questions)",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-MCQ-08,assignments-2025,assignment-2025-26-1,8,,,"Q8. A random variable 𝑋 has the following probability function: MSV17HMFJTVMF6IE7MQ6 Values of X, 0 1 2 3 4 5 6 7 x: P(x) 0 k 2k 2k 3k K2 2k2 7k2+k (i) Find k, (ii) Evaluate 𝑃(𝑋 < 6), 𝑃(𝑋 ≥ 6), and 𝑃(0 < 𝑋 < 5) (iii) 1 determine the distribution function of 𝑋 (iv) if 𝑃(𝑋 ≤ 𝑎) > 2, find the minimum value of 𝑎. Ans. (i) k=1/10, ii. 81/100, 19/100 , 4/5 iv. A=4",in-scope,resolved,family,G&K-Fundamentals,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md ; G&K-Fundamentals: random variable following probability function | 2k 2k 3k k2 2k2 | 2k 3k k2 2k2 7k2,,gross
asn2025-1-MCQ-09,assignments-2025,assignment-2025-26-1,9,,,"Q9. A random number 𝑋 is distributed at random between the values 0 and 1 so that its probability density function is 𝑓(𝑥) = 𝑘𝑥 2 (1 − 𝑥 3 ), where k is a constant. Find the value of k. Using this value of k, find its mean and variance. Ans. 6, 9/14, 9/245",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-MCQ-10,assignments-2025,assignment-2025-26-1,10,,,"Q10. The distribution function of the random variable X is given by 0, 𝑥≤0 4 (𝑥 − 1) , 1≤𝑥≤3 𝐹(𝑥) = 16 1, 𝑥>3 { i. Find corresponding density function. ii. Compute P( 2 ≤ 𝑥 ≤ 3) Ans. ii. 15/16",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-SHORT-01,assignments-2025,assignment-2025-26-1,11,,,"Q11. If X and Y are independent random variables with mean 2, 3 and variance 1, 2 respectively. Find the the mean and variance of the random variable 𝑍 = 2𝑋 − 5𝑌. Ans. -11, 54",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-SHORT-02,assignments-2025,assignment-2025-26-1,12,,,Q12. A symmetric die is thrown 600 times. Find the lower bound for the probability of getting 80 to 120 sixes. Ans. 19/24,in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-SHORT-03,assignments-2025,assignment-2025-26-1,13,,,Q13. A frequency distribution is defined by 3 𝑥 0≤𝑥≤1 𝑓(𝑥) = { 3(2 − 𝑥)3 1 ≤ 𝑥 ≤ 2 Prove that f(x) is probability density function. Also find mean and standard deviation. 𝟏𝟏 √𝟏𝟕 Ans. i. 𝟏𝟎 ii. 𝟑𝟎𝟎 SECTION-D (Application based Question),in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-SHORT-04,assignments-2025,assignment-2025-26-1,14,,,"Q14. Suppose that the life in hours of a certain part of radio tube is a continuous random variable 𝑋 with p.d.f. given by 100 𝑓(𝑥) = { 𝑥 2 , 𝑤ℎ𝑒𝑛 𝑥 ≥ 100 0, 𝑒𝑙𝑠𝑒𝑤ℎ𝑒𝑟𝑒 MSV17HMFJTVMF6IE7MQ6 (i) What is the probability that all of three such tubes in a given radio set will have to be replaced during the first 150 hours of operation? (ii) What is probability that none of three of the original tubes will have to be replaced during that first 150 hours of operation? (iii) What is probability that a t",in-scope,resolved,family,G&K-Fundamentals,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md ; G&K-Fundamentals: three tubes radio set replaced | tubes radio set replaced during | three original tubes replaced during,,gross
asn2025-1-SHORT-05,assignments-2025,assignment-2025-26-1,15,,,"Q15. A salesperson for a medical device company has two appointments on a given day. At the first appointment, he believes that he has a 70% chance to make the deal, from which he can urn $1000 commission if successful. On the other hand he thinks he has only 40% chance to make the deal at the second appointment, if which he can make $1500. What is his expected commission based on his own probability belief? Assume that the appointment results are independent of each other. Ans. $1300",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-SHORT-06,assignments-2025,assignment-2025-26-1,16,,,"Q16. The hospitalization period, in days for patients, following treatment for a certain type of kidney disorder is a random variable 𝑌 = 𝑋 + 4, where X has the density function 32 𝑥>0 𝑓(𝑥) = {(𝑥+4)3 0 𝑒𝑙𝑠𝑒𝑤ℎ𝑒𝑟𝑒 Find the average number of days that the person is hospitalized following treatment for this disorder.",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-LONG-01,assignments-2025,assignment-2025-26-1,17,,,"Q17. Seventy new jobs are opening at the automobile manufacturing plant, and 1000 applicants show up for the 70 positions. To select the best 70 from among the applicants, the company gives the tests that covers mechanical skills, manual dexterity and mathematical ability. The mean grade on this test turns out to be 60 and the scores have a standard deviation of 6. Can a person who scores 84 counts on getting one of the jobs? Hint: Use Chebyshev’s theorem. Assume that the distribution is symmetr",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-LONG-02,assignments-2025,assignment-2025-26-1,18,,,"Q18. An insurance company offers its policyholders a number of different premium payment options. For a randomly selected policy holder, let X be the number of months between successive payments. The cumulative distribution function of X is 0 :𝑥 < 1 0.4 : 1 ≤ 𝑥 < 3 𝑓(𝑥) = 0.6 3 ≤ 𝑥 < 5 0.8 5 ≤ 𝑥 < 7 { 1 𝑥≥7 MSV17HMFJTVMF6IE7MQ6 a. What is the probability mass function of X. b. Compute 𝑃(4 < 𝑋 ≤ 7)",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-LONG-03,assignments-2025,assignment-2025-26-1,19,,,Q19. The time to failure in hours of an important piece of electronic component used in a manufactured DVD player has the density function 1 −𝑥 𝑓(𝑥) = {2000 𝑒 2000 𝑥 ≥ 0 0 𝑥<0 Find i. Cumulative distribution function 𝐹(𝑥). ii. Determine the probability that the component lasts more than 1000 hours MSV17HMFJTVMF6IE7MQ6 before the component needs to be replaced. iii. Determine the probability that the component fails before 2000 hours. Ans. i. 0 𝑥<0 𝐹(𝑥) = { −𝑥 1 − 𝑒 2000 𝑥 ≥ 0 ii. 0.6065 iii. 0.6,in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-LONG-04,assignments-2025,assignment-2025-26-1,20,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-APP-01,assignments-2025,assignment-2025-26-1,21,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-APP-02,assignments-2025,assignment-2025-26-1,22,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-APP-03,assignments-2025,assignment-2025-26-1,23,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-1-APP-04,assignments-2025,assignment-2025-26-1,24,,,,in-scope,pending,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-01,assignments-2025,assignment-2025-26-2,1,,,"Q1. If the Mean and Variance of a random variable X are 3 and 4, respectively. Check whether X follows a Binomial Distribution.",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-02,assignments-2025,assignment-2025-26-2,2,,,"Q2. If the values taken by a random variable are negative, the negative values will have ___________ a) Positive probability b) Negative Probability c) May have negative or positive probabilities d) Insufficient data",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-03,assignments-2025,assignment-2025-26-2,3,,,"Q3. In a Poisson Distribution, if mean (m) = e, then P(x) is given by ___________ a) e(x−m)/x! b) e /x! MSV17HMFJTVMF6IE7MQ6 (m−x) c) x!/e(m−x) d) x!/e(x−m)",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-04,assignments-2025,assignment-2025-26-2,4,,,"Q4. For a standard normal variate, the value of the mean? a) ∞ b) 1 c) 0 d) not defined",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-05,assignments-2025,assignment-2025-26-2,5,,,Q5. A mobile conversation follows an exponential distribution f (x) = (1/3)e-x/3. What is the probability that the conversation takes more than 5 minutes? a) e-5/3 b) e-15 c) 5e-15 d) e-5/3,in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-06,assignments-2025,assignment-2025-26-2,6,,,Q6. A random variable X has an exponential distribution with probability distribution function is given by f(x)= 3e-3x for x > 0 and 0 otherwise Find the probability that X is not less than 2. a) e-3 b) e-6 – 3 c) e-6 d) e-6 – 1,in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-07,assignments-2025,assignment-2025-26-2,7,,,"Q7. The salary of workers in a factory follows a binomial (180, 1/3) distribution. What will be the mean and variance of the distribution curve? a) 40, 60 b) 40, 50 c) 60, 50 d) 60, 40",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-08,assignments-2025,assignment-2025-26-2,8,,,"Q8. If X has an exponential distribution with mean = 2 , then S.D. will be ………",in-scope,resolved,unsearched,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-09,assignments-2025,assignment-2025-26-2,9,,,"Q9. If X is uniformly distributed over ( 0, 5 ), the Mean and variance will be ……..",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-10,assignments-2025,assignment-2025-26-2,10,,,"Q10. If X is uniformly distributed over the interval ( a, b) with mean =1 and Variance = 4/3, then the value interval will be ………",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-11,assignments-2025,assignment-2025-26-2,11,,,Q11. A Normal curve has mean = 20 and S.D. = 10. If we want to find the area between x1 =15 and x2 = 40. Write the range of area in the standard normal distribution ……………… SECTION B (Concept-Based Questions),in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
asn2025-2-A-12,assignments-2025,assignment-2025-26-2,12,,,"Q 12. The probability that a pen manufactured by a factory is defective is 1/10. If 12 such pens are manufactured, what is the probability that (i) (i) exactly 2 are defective, (ii) at least 2 are defective, (iii) none of them are defective? Ans : 0.2301, 0.341, 0.2824",in-scope,resolved,open,,reports/11-QUESTION-ATLAS/00-COUNT-REGISTER.md,,gross
